azure_item_id,item_type,relative_path,azure_service,platform_capability,reference_layer,security_relevance,governance_relevance,deployment_status,limitations
AZREF-019,iac_blueprint,infra/bicep/modules/governance.bicep,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-020,iac_blueprint,infra/bicep/modules/machine-learning.bicep,Azure Machine Learning,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-021,iac_blueprint,infra/bicep/modules/monitoring.bicep,"Azure Monitor, Log Analytics",monitoring,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-022,iac_blueprint,infra/bicep/modules/storage.bicep,"Azure Data Lake Storage Gen2, Microsoft Purview",portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-023,json,infra/bicep/parameters.reference.json,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-024,markdown,infra/policies/azure-policy-notes.md,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-025,markdown,infra/policies/data-governance-notes.md,"Azure Data Lake Storage Gen2, Microsoft Purview",portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-026,markdown,infra/policies/private-networking-notes.md,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-027,markdown,infra/policies/rbac-matrix.md,"Microsoft Entra ID, Azure Key Vault",portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-028,markdown,infra/runbooks/cost-management-runbook.md,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-029,markdown,infra/runbooks/data-quality-runbook.md,"Azure Data Lake Storage Gen2, Microsoft Purview",quality,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-030,markdown,infra/runbooks/deployment-boundary.md,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-031,markdown,infra/runbooks/incident-response-runbook.md,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-032,markdown,infra/runbooks/local-validation-runbook.md,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-033,markdown,infra/runbooks/model-monitoring-runbook.md,"Azure Monitor, Log Analytics",monitoring,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-034,markdown,infra/terraform/README.md,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-035,iac_blueprint,infra/terraform/main.tf,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-036,iac_blueprint,infra/terraform/outputs.tf,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-037,example,infra/terraform/terraform.tfvars.example,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-038,iac_blueprint,infra/terraform/variables.tf,Azure reference architecture services,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-039,mermaid,diagrams/azure-data-flow.mmd,"Azure Data Lake Storage Gen2, Microsoft Purview",portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-040,mermaid,diagrams/azure-genai-flow.mmd,"Azure AI Foundry, Azure OpenAI, Azure AI Search",genai,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-041,mermaid,diagrams/azure-mlops-flow.mmd,Azure Machine Learning,portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-042,mermaid,diagrams/azure-monitoring-flow.mmd,"Azure Monitor, Log Analytics",monitoring,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-043,mermaid,diagrams/azure-reference-architecture.mmd,Azure reference architecture services,architecture,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
AZREF-044,mermaid,diagrams/azure-security-boundary.mmd,"Microsoft Entra ID, Azure Key Vault",portfolio,reference architecture,documents least-privilege and no-secret boundaries,"maps lineage, evidence, and catalogue responsibilities",reference_only,Blueprint only; not deployed.
